Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Gene start (bp),Overlapping Gene end (bp),Selected Strand,Selected Gene name,Selected Gene start (bp),Selected Gene end (bp),overlap type
ENSG00000138172,ENSG00000185933,-1,CALHM1,103453240,103458900,-1,CALHM2,103446786,103452402,1.0
ENSG00000108187,ENSG00000096746,1,HNRNPH3,68332064,68343193,-1,PBLD,68282660,68333049,5.0
ENSG00000096746,ENSG00000108187,-1,PBLD,68282660,68332928,1,HNRNPH3,68331174,68343193,5.0
ENSG00000136758,ENSG00000120539,1,MASTL,27155352,27187953,-1,YME1L1,27110111,27155266,2.0
ENSG00000198739,ENSG00000183230,-1,CTNNA3,65912523,67696195,1,LRRTM3,66926036,67101551,5.0
ENSG00000214413,ENSG00000108061,1,SHOC2,110919604,111013665,-1,BBIP1,110898730,110919201,2.0
ENSG00000108061,ENSG00000214413,-1,BBIP1,110898730,110919180,1,SHOC2,110919367,111017307,2.0
ENSG00000122882,ENSG00000138286,1,FAM149B1,73168119,73244504,-1,ECD,73130155,73169055,2.0
ENSG00000138286,ENSG00000122882,-1,ECD,73133668,73168008,1,FAM149B1,73168119,73244504,2.0
ENSG00000168283,ENSG00000148444,1,COMMD3,22316388,22320306,1,BMI1,22321099,22331484,1.0
ENSG00000055950,ENSG00000107815,1,TWNK,100987543,100994403,-1,MRPL43,100969458,100987515,2.0
ENSG00000198924,ENSG00000196865,1,NHLRC2,113854661,113917194,-1,DCLRE1A,113834725,113854383,2.0
ENSG00000134461,ENSG00000134452,1,FBH1,5890243,5937593,-1,ANKRD16,5861616,5889906,2.0
ENSG00000134452,ENSG00000134461,-1,ANKRD16,5861616,5889893,1,FBH1,5890203,5937594,2.0
ENSG00000165383,ENSG00000128815,1,WDFY4,48684873,48982956,-1,LRRC18,48909480,48939840,5.0
ENSG00000107819,ENSG00000186862,-1,PDZD7,101007679,101031129,1,SFXN3,101031234,101041241,5.0
ENSG00000119929,ENSG00000014919,-1,COX15,99710868,99732127,1,CUTC,99702558,99756134,5.0
ENSG00000014919,ENSG00000119929,1,CUTC,99732234,99756134,-1,COX15,99710868,99732127,5.0
ENSG00000151532,ENSG00000023041,-1,ZDHHC6,112430300,112446914,1,VTI1A,112446998,112818744,2.0
ENSG00000165886,ENSG00000155229,-1,MMS19,97458324,97498422,1,UBTD1,97498924,97571206,2.0
ENSG00000241935,ENSG00000165887,1,ANKRD2,97572779,97583884,1,HOGA1,97584323,97612802,1.0
ENSG00000203942,ENSG00000241935,1,HOGA1,97584389,97612802,1,C10orf62,97589721,97590934,6.0
ENSG00000156398,ENSG00000138175,-1,ARL3,102673731,102714397,1,SFXN2,102714538,102743492,2.0
ENSG00000171862,ENSG00000227268,-1,KLLN,87859158,87863533,1,PTEN,87862638,87971930,2.0
ENSG00000165609,ENSG00000151465,1,CDC123,12196188,12250589,-1,NUDT5,12165330,12195891,2.0
ENSG00000151465,ENSG00000165609,-1,NUDT5,12165330,12195891,1,CDC123,12195965,12250589,2.0
ENSG00000138303,ENSG00000166295,1,ANAPC16,72216012,72235860,-1,ASCC1,72096032,72217134,5.0
ENSG00000131634,ENSG00000187535,-1,IFT140,1510427,1612072,1,TMEM204,1528688,1555580,5.0
ENSG00000007545,ENSG00000187535,-1,IFT140,1510427,1612072,1,CRAMP1,1612337,1677908,2.0
ENSG00000168096,ENSG00000166246,1,DNAAF8,4734537,4749396,-1,ANKS3,4696510,4734378,2.0
ENSG00000187535,ENSG00000007545,1,CRAMP1,1612360,1677908,-1,IFT140,1510427,1612072,2.0
ENSG00000206053,ENSG00000007545,1,CRAMP1,1612360,1677908,1,JPT2,1678256,1702280,1.0
ENSG00000140632,ENSG00000118900,1,UBN1,4847481,4882401,-1,GLYR1,4803203,4847288,2.0
ENSG00000102910,ENSG00000121270,-1,ABCC11,48165773,48247539,1,LONP2,48244300,48363122,5.0
ENSG00000129636,ENSG00000102893,1,PHKB,47461331,47701523,-1,ITFG1,47154387,47464149,5.0
ENSG00000166246,ENSG00000168096,-1,ANKS3,4696511,4734271,1,DNAAF8,4734344,4749396,2.0
ENSG00000256812,ENSG00000087253,1,LPCAT2,55509072,55586666,1,CAPNS2,55566684,55567687,6.0
ENSG00000141076,ENSG00000168802,-1,CHTF8,69118010,69132588,1,UTP4,69131291,69231130,5.0
ENSG00000141076,ENSG00000286140,-1,DERPC,69118010,69132588,1,UTP4,69131291,69231130,5.0
ENSG00000286140,ENSG00000168802,-1,CHTF8,69118010,69132588,-1,DERPC,69118010,69132588,3.0
ENSG00000286140,ENSG00000141076,1,UTP4,69132649,69169021,-1,DERPC,69118010,69132588,5.0
ENSG00000168802,ENSG00000286140,-1,DERPC,69118010,69132588,-1,CHTF8,69118010,69132588,3.0
ENSG00000168802,ENSG00000141076,1,UTP4,69132649,69169021,-1,CHTF8,69118010,69132588,5.0
ENSG00000088682,ENSG00000005194,-1,CIAPIN1,57428187,57447385,1,COQ9,57447425,57461270,2.0
ENSG00000205078,ENSG00000103111,1,MON1B,77191190,77202398,1,SYCE1L,77199408,77213215,6.0
ENSG00000005194,ENSG00000088682,1,COQ9,57447479,57461270,-1,CIAPIN1,57428187,57447420,2.0
ENSG00000118900,ENSG00000140632,-1,GLYR1,4803203,4847288,1,UBN1,4846665,4882401,2.0
ENSG00000067836,ENSG00000140632,-1,GLYR1,4803203,4847288,-1,ROGDI,4796968,4802880,1.0
ENSG00000162073,ENSG00000131650,1,KREMEN2,2964275,2968380,1,PAQR4,2969270,2973484,1.0
ENSG00000131652,ENSG00000103145,-1,HCFC1R1,3022625,3023942,1,THOC6,3024027,3027755,2.0
ENSG00000140993,ENSG00000162086,1,ZNF75A,3305497,3318851,-1,TIGD7,3298808,3305729,2.0
ENSG00000103343,ENSG00000140987,-1,ZSCAN32,3382085,3401004,1,ZNF174,3401215,3409364,2.0
ENSG00000167981,ENSG00000122390,1,NAA60,3443680,3486953,-1,ZNF597,3432414,3443504,2.0
ENSG00000122390,ENSG00000167981,-1,ZNF597,3432414,3443504,1,NAA60,3443649,3486953,2.0
ENSG00000168140,ENSG00000262246,-1,CORO7,4354542,4416596,1,VASN,4371848,4383538,5.0
ENSG00000281991,ENSG00000080603,1,SRCAP,30699171,30741409,1,TMEM265,30740642,30745196,1.0
ENSG00000196118,ENSG00000156873,1,PHKG2,30748425,30761176,-1,CFAP119,30757423,30762221,5.0
ENSG00000196118,ENSG00000103549,1,RNF40,30762322,30776307,-1,CFAP119,30757423,30762221,2.0
ENSG00000175938,ENSG00000099364,1,FBXL19,30923572,30948783,1,ORAI3,30949068,30956461,1.0
ENSG00000099377,ENSG00000099381,1,SETD1A,30957754,30984664,1,HSD3B7,30985207,30989147,1.0
ENSG00000167394,ENSG00000167395,1,ZNF646,31074422,31084196,-1,ZNF668,31060843,31074240,2.0
ENSG00000167395,ENSG00000167394,-1,ZNF668,31060847,31074240,1,ZNF646,31074422,31084196,2.0
ENSG00000140749,ENSG00000197006,1,METTL9,21599577,21657471,-1,IGSF6,21639550,21652608,5.0
ENSG00000149930,ENSG00000149932,1,TMEM219,29962079,29973048,1,TAOK2,29973868,29992261,1.0
ENSG00000149929,ENSG00000169592,1,INO80E,29996241,30005791,-1,HIRIP3,29992330,29996074,2.0
ENSG00000169592,ENSG00000149929,-1,HIRIP3,29992330,29995617,1,INO80E,29995715,30005793,2.0
ENSG00000102886,ENSG00000102882,-1,MAPK3,30114105,30123220,-1,GDPD3,30104810,30113537,1.0
ENSG00000169627,ENSG00000132207,1,SLX1A,30193875,30197561,-1,BOLA2B,30192932,30194306,2.0
ENSG00000132207,ENSG00000169627,-1,BOLA2B,30192932,30193666,1,SLX1A,30193875,30197561,2.0
ENSG00000007541,ENSG00000257108,1,NHLRC4,567005,569495,1,PIGQ,566995,584109,3.0
ENSG00000185615,ENSG00000242173,1,ARHGDIG,280591,283010,1,PDIA2,283164,287215,1.0
ENSG00000103145,ENSG00000131652,1,THOC6,3024035,3027750,-1,HCFC1R1,3022625,3024286,2.0
ENSG00000169900,ENSG00000177238,1,TRIM72,31214119,31231537,-1,PYDC1,31215962,31217135,5.0
ENSG00000223496,ENSG00000090861,-1,AARS1,70252298,70289506,-1,EXOSC6,70246778,70251940,1.0
ENSG00000189091,ENSG00000103051,-1,COG4,70480571,70523554,1,SF3B3,70523791,70577670,2.0
ENSG00000166848,ENSG00000065427,-1,KARS1,75627724,75647665,1,TERF2IP,75647773,75761872,2.0
ENSG00000087263,ENSG00000167005,-1,NUDT21,56429133,56451332,1,OGFOD1,56451521,56479104,2.0
ENSG00000065427,ENSG00000166848,1,TERF2IP,75647773,75657432,-1,KARS1,75627474,75648643,2.0
ENSG00000182810,ENSG00000167264,1,DUS2,68023284,68079320,-1,DDX28,68020916,68023232,5.0
ENSG00000103061,ENSG00000132600,1,PRMT7,68311019,68358584,-1,SLC7A6OS,68284503,68310946,2.0
ENSG00000103160,ENSG00000154099,1,DNAAF1,84145308,84177918,-1,HSDL1,84122141,84145192,2.0
ENSG00000154099,ENSG00000103160,-1,HSDL1,84122141,84145177,1,DNAAF1,84145287,84178767,2.0
ENSG00000174939,ENSG00000174938,-1,SEZ6L2,29871159,29899550,1,ASPHD1,29900375,29919864,2.0
ENSG00000149925,ENSG00000285043,1,,30053151,30070414,1,ALDOA,30064164,30070457,6.0
ENSG00000074071,ENSG00000197774,1,EME2,1772810,1781702,-1,MRPS34,1771890,1773150,2.0
ENSG00000162032,ENSG00000197774,1,EME2,1772810,1781702,-1,SPSB3,1776712,1793700,5.0
ENSG00000162032,ENSG00000095906,1,NUBP2,1782960,1789186,-1,SPSB3,1776712,1793700,5.0
ENSG00000095906,ENSG00000162032,-1,SPSB3,1776712,1782571,1,NUBP2,1782932,1789186,5.0
ENSG00000063854,ENSG00000180185,1,FAHD1,1827206,1828910,-1,HAGH,1795620,1827157,2.0
ENSG00000103043,ENSG00000157423,-1,HYDIN,70802084,71230722,-1,VAC14,70687439,70801160,1.0
ENSG00000103356,ENSG00000103353,1,UBFD1,23557727,23574389,-1,EARS2,23520754,23557731,2.0
ENSG00000103353,ENSG00000103356,-1,EARS2,23520754,23557350,1,UBFD1,23557721,23574389,2.0
ENSG00000166847,ENSG00000083093,-1,PALB2,23603165,23641310,1,DCTN5,23641466,23677472,2.0
ENSG00000205923,ENSG00000162066,1,AMDHD2,2520371,2531417,-1,CEMP1,2530035,2531417,5.0
ENSG00000162065,ENSG00000162068,1,NTN3,2471297,2474145,1,TBC1D24,2475051,2509560,1.0
ENSG00000075399,ENSG00000158805,1,ZNF276,89721537,89740925,-1,VPS9D1,89707134,89720898,2.0
ENSG00000131165,ENSG00000167523,1,SPATA33,89657836,89670458,-1,CHMP1A,89640816,89657738,2.0
ENSG00000162086,ENSG00000140993,-1,TIGD7,3298808,3305430,1,ZNF75A,3305406,3318852,2.0
ENSG00000102871,ENSG00000135722,1,FBXL8,67159957,67164174,-1,TRADD,67154185,67159909,2.0
ENSG00000102878,ENSG00000135722,1,FBXL8,67159957,67164174,1,HSF4,67164681,67169945,1.0
ENSG00000135722,ENSG00000102871,-1,TRADD,67154185,67159909,1,FBXL8,67159932,67164570,2.0
ENSG00000196123,ENSG00000179044,-1,EXOC3L1,67184379,67190136,-1,MATCAP1,67175599,67184040,1.0
ENSG00000102890,ENSG00000205250,1,E2F4,67192155,67198918,1,ELMO3,67199111,67204029,1.0
ENSG00000168676,ENSG00000159708,1,LRRC36,67326815,67385204,-1,KCTD19,67289428,67326760,2.0
ENSG00000159708,ENSG00000168676,-1,KCTD19,67289432,67326741,1,LRRC36,67326798,67385204,2.0
ENSG00000159713,ENSG00000159714,-1,ZDHHC1,67394152,67416477,-1,TPPP3,67389809,67393518,1.0
ENSG00000213380,ENSG00000132603,1,NIP7,69339772,69343106,-1,COG8,69320140,69339583,5.0
ENSG00000258429,ENSG00000213380,-1,COG8,69326428,69339564,-1,PDF,69326913,69330588,6.0
ENSG00000132603,ENSG00000213380,-1,COG8,69326428,69339564,1,NIP7,69337996,69343106,5.0
ENSG00000007520,ENSG00000090581,1,GNPTG,1351931,1364113,-1,TSR3,1349240,1351878,2.0
ENSG00000140932,ENSG00000089505,1,CMTM1,66566439,66579135,1,CMTM2,66579448,66588275,1.0
ENSG00000162066,ENSG00000185883,1,ATP6V0C,2513952,2520218,1,AMDHD2,2520357,2531422,1.0
ENSG00000103549,ENSG00000196118,-1,CFAP119,30757423,30762062,1,RNF40,30761745,30776307,2.0
ENSG00000103253,ENSG00000162004,-1,CCDC78,722582,726443,1,HAGHL,726936,735525,2.0
ENSG00000089505,ENSG00000217555,1,CKLF,66552576,66566068,1,CMTM1,66566393,66579137,1.0
ENSG00000103494,ENSG00000140718,1,FTO,53704156,54121941,-1,RPGRIP1L,53598153,53703938,5.0
ENSG00000159579,ENSG00000172775,-1,PSME3IP1,57152466,57186039,1,RSPRY1,57186137,57240469,2.0
ENSG00000166188,ENSG00000103005,1,USB1,58001407,58021618,-1,ZNF319,57994676,58000672,5.0
ENSG00000166451,ENSG00000103121,-1,CMC2,80966448,81006885,1,CENPN,81006552,81033114,5.0
ENSG00000090581,ENSG00000007520,-1,TSR3,1349240,1351878,1,GNPTG,1351931,1365737,2.0
ENSG00000005189,ENSG00000196678,-1,ERI2,20796340,20806472,1,REXO5,20806429,20849665,5.0
ENSG00000184857,ENSG00000140650,1,PMM2,8797839,8849325,-1,TMEM186,8780384,8797642,5.0
ENSG00000086504,ENSG00000129925,-1,PGAP6,370788,381978,-1,MRPL28,366969,371289,1.0
ENSG00000162004,ENSG00000103253,1,HAGHL,727106,729715,-1,CCDC78,722582,726954,2.0
ENSG00000140650,ENSG00000184857,-1,TMEM186,8795180,8797639,1,PMM2,8788823,8862534,5.0
ENSG00000167005,ENSG00000087263,1,OGFOD1,56451554,56479104,-1,NUDT21,56429133,56452199,2.0
ENSG00000140830,ENSG00000140829,1,DHX38,72093847,72112912,-1,TXNL4B,72044289,72094431,2.0
ENSG00000140829,ENSG00000140830,-1,TXNL4B,72084857,72093620,1,DHX38,72093613,72112912,2.0
ENSG00000103024,ENSG00000074071,-1,MRPS34,1771895,1773134,-1,NME3,1770320,1771561,1.0
ENSG00000197774,ENSG00000074071,-1,MRPS34,1771895,1773134,1,EME2,1772810,1781708,2.0
ENSG00000167523,ENSG00000131165,-1,CHMP1A,89644435,89657708,1,SPATA33,89657740,89671272,2.0
ENSG00000135702,ENSG00000205084,-1,TMEM231,75536741,75556252,-1,CHST5,75528530,75536108,1.0
ENSG00000174938,ENSG00000174939,1,ASPHD1,29900488,29906056,-1,SEZ6L2,29871159,29899550,2.0
ENSG00000280789,ENSG00000167371,1,PRRT2,29812193,29815881,1,PAGR1,29816152,29822489,1.0
ENSG00000013364,ENSG00000280789,1,PAGR1,29816152,29822489,1,MVP,29820394,29848039,6.0
ENSG00000196678,ENSG00000005189,1,REXO5,20806527,20849665,-1,ERI2,20780193,20900349,5.0
ENSG00000188215,ENSG00000102897,1,LYRM1,20900771,20925006,-1,DCUN1D3,20854925,20900358,2.0
ENSG00000102897,ENSG00000188215,-1,DCUN1D3,20854925,20900358,1,LYRM1,20899868,20925006,2.0
ENSG00000132600,ENSG00000103061,-1,SLC7A6OS,68298034,68310946,1,PRMT7,68310951,68360852,2.0
ENSG00000121270,ENSG00000102910,1,LONP2,48244300,48357349,-1,ABCC11,48165773,48247568,5.0
ENSG00000140987,ENSG00000103343,1,ZNF174,3401215,3409364,-1,ZSCAN32,3382081,3401065,2.0
ENSG00000149922,ENSG00000090238,-1,YPEL3,30092314,30096213,-1,TBX6,30085793,30091924,1.0
ENSG00000198736,ENSG00000140986,-1,RPL3L,1943974,1954689,-1,MSRB1,1938229,1943199,1.0
ENSG00000196408,ENSG00000183751,1,TBL3,1972053,1982929,-1,NOXO1,1978917,1984192,5.0
ENSG00000065057,ENSG00000103197,1,TSC2,2047985,2089491,-1,NTHL1,2039815,2047866,2.0
ENSG00000197599,ENSG00000103249,-1,CLCN7,1444935,1475028,-1,CCDC154,1434383,1444556,1.0
ENSG00000161980,ENSG00000161981,1,SNRNP25,53828,57669,-1,POLR3K,46407,53608,2.0
ENSG00000103550,ENSG00000174628,1,IQCK,19718271,19858467,-1,KNOP1,19701937,19718235,5.0
ENSG00000174628,ENSG00000103550,-1,KNOP1,19701937,19718227,1,IQCK,19716456,19858467,5.0
ENSG00000102981,ENSG00000102977,-1,ACD,67657512,67660260,1,PARD6A,67660946,67662774,2.0
ENSG00000124074,ENSG00000159761,1,C16orf86,67666814,67668755,-1,ENKD1,67662945,67667265,2.0
ENSG00000159761,ENSG00000124074,-1,ENKD1,67662945,67666750,1,C16orf86,67666814,67668757,2.0
ENSG00000141084,ENSG00000102904,1,TSNAXIP1,67806889,67828068,-1,RANBP10,67723070,67806560,2.0
ENSG00000102904,ENSG00000141084,-1,RANBP10,67723070,67806560,1,TSNAXIP1,67806765,67832148,2.0
ENSG00000102901,ENSG00000102898,1,NUTF2,67846933,67872567,-1,CENPT,67828157,67847811,2.0
ENSG00000038358,ENSG00000102898,1,NUTF2,67846933,67872567,1,EDC4,67873052,67884499,1.0
ENSG00000168286,ENSG00000102901,-1,CENPT,67828157,67847693,1,THAP11,67842320,67844195,5.0
ENSG00000102898,ENSG00000102901,-1,CENPT,67828157,67847693,1,NUTF2,67846882,67872567,2.0
ENSG00000188038,ENSG00000038358,1,EDC4,67873052,67884499,1,NRN1L,67884885,67888855,1.0
ENSG00000213398,ENSG00000124067,-1,SLC12A4,67943474,67968637,-1,LCAT,67939750,67944131,1.0
ENSG00000167264,ENSG00000182810,-1,DDX28,68020916,68023232,1,DUS2,67987746,68079320,5.0
ENSG00000051523,ENSG00000167508,-1,MVD,88651940,88663091,-1,CYBA,88643275,88651083,1.0
ENSG00000158717,ENSG00000174177,1,CTU2,88706503,88715396,-1,RNF166,88696499,88706408,2.0
ENSG00000174177,ENSG00000158717,-1,RNF166,88696501,88706408,1,CTU2,88706483,88715396,2.0
ENSG00000158805,ENSG00000075399,-1,VPS9D1,89707134,89720898,1,ZNF276,89720400,89740925,2.0
ENSG00000141012,ENSG00000167515,1,TRAPPC2L,88857127,88862678,-1,GALNS,88813734,88856970,2.0
ENSG00000167515,ENSG00000141012,-1,GALNS,88813734,88856947,1,TRAPPC2L,88856220,88862686,2.0
ENSG00000077235,ENSG00000047578,1,KATNIP,27550144,27780344,-1,GTF3C1,27459555,27549913,2.0
ENSG00000047578,ENSG00000077235,-1,GTF3C1,27460613,27549913,1,KATNIP,27550133,27780344,2.0
ENSG00000131148,ENSG00000131143,1,COX4I1,85799695,85807068,-1,EMC8,85771758,85799608,2.0
ENSG00000131143,ENSG00000131148,-1,EMC8,85778624,85799544,1,COX4I1,85798633,85807068,2.0
ENSG00000213658,ENSG00000169682,1,SPNS1,28974778,28984543,1,LAT,28984826,28990784,1.0
ENSG00000161996,ENSG00000172366,1,MCRIP2,641828,648474,1,WDR90,649311,667833,1.0
ENSG00000161999,ENSG00000127580,-1,WDR24,684622,690398,-1,JMJD8,681670,684528,1.0
ENSG00000140983,ENSG00000161996,1,WDR90,649365,667830,1,RHOT2,668100,674174,1.0
ENSG00000103005,ENSG00000166188,-1,ZNF319,57994676,58000672,1,USB1,57999546,58021618,5.0
ENSG00000102977,ENSG00000102981,1,PARD6A,67660960,67662774,-1,ACD,67657512,67660810,2.0
ENSG00000102893,ENSG00000129636,-1,ITFG1,47154391,47461063,1,PHKB,47461123,47701523,5.0
ENSG00000180185,ENSG00000063854,-1,HAGH,1807629,1826825,1,FAHD1,1826967,1840207,2.0
ENSG00000183336,ENSG00000181625,1,SLX1B,29454533,29458219,-1,BOLA2,29453590,29454351,2.0
ENSG00000103051,ENSG00000189091,1,SF3B3,70523816,70577668,-1,COG4,70480568,70523560,2.0
ENSG00000181625,ENSG00000183336,-1,BOLA2,29453593,29454351,1,SLX1B,29454533,29458219,2.0
ENSG00000182685,ENSG00000184207,-1,PGP,2211593,2214840,-1,BRICD5,2209253,2210905,1.0
ENSG00000167968,ENSG00000167967,1,E4F1,2223591,2235742,1,DNASE1L2,2235816,2238711,1.0
ENSG00000140939,ENSG00000102878,1,HSF4,67164745,67169941,1,NOL3,67170154,67175737,1.0
ENSG00000140718,ENSG00000103494,-1,RPGRIP1L,53598153,53703859,1,FTO,53701692,54158512,5.0
ENSG00000069329,ENSG00000091651,1,ORC6,46689659,46698394,-1,VPS35,46656132,46689518,2.0
ENSG00000091651,ENSG00000069329,-1,VPS35,46656132,46689178,1,ORC6,46689643,46698394,2.0
ENSG00000161981,ENSG00000161980,-1,POLR3K,46407,53608,1,SNRNP25,53828,57669,2.0
ENSG00000103121,ENSG00000166451,1,CENPN,81007214,81031485,-1,CMC2,80966448,81020270,5.0
ENSG00000083093,ENSG00000166847,1,DCTN5,23641466,23677472,-1,PALB2,23603160,23641321,2.0
ENSG00000007376,ENSG00000127586,1,CHTF18,788620,798074,-1,RPUSD1,784974,788397,2.0
ENSG00000127586,ENSG00000007376,-1,RPUSD1,784974,788381,1,CHTF18,788046,800737,2.0
ENSG00000172775,ENSG00000159579,1,RSPRY1,57186329,57240469,-1,PSME3IP1,57152466,57186116,2.0
ENSG00000103197,ENSG00000065057,-1,NTHL1,2039820,2047834,1,TSC2,2047967,2089491,2.0
ENSG00000124279,ENSG00000124275,1,MTRR,7869148,7901113,-1,FASTKD3,7859159,7869037,5.0
ENSG00000124275,ENSG00000124279,-1,FASTKD3,7859159,7869031,1,MTRR,7851186,7906025,5.0
ENSG00000164294,ENSG00000164287,-1,CDC20B,55112971,55173177,1,GPX8,55160167,55167297,5.0
ENSG00000113593,ENSG00000123219,-1,CENPK,65517766,65563168,1,PPWD1,65563236,65587549,2.0
ENSG00000213949,ENSG00000152684,1,PELO,52787916,52804044,1,ITGA1,52787916,52959209,3.0
ENSG00000039123,ENSG00000067248,-1,DHX29,55256055,55307694,1,MTREX,55307989,55425579,2.0
ENSG00000174695,ENSG00000152422,1,XRCC4,83077547,83353760,-1,TMEM167A,83052846,83077863,2.0
ENSG00000113597,ENSG00000253251,1,SHLD3,65625027,65630928,1,TRAPPC13,65625004,65666233,3.0
ENSG00000113597,ENSG00000113595,-1,TRIM23,65589690,65624333,1,TRAPPC13,65625004,65666233,2.0
ENSG00000113595,ENSG00000253251,1,SHLD3,65625027,65630928,-1,TRIM23,65589690,65625975,2.0
ENSG00000113595,ENSG00000113597,1,TRAPPC13,65625027,65666233,-1,TRIM23,65589690,65625975,2.0
ENSG00000253251,ENSG00000113595,-1,TRIM23,65589690,65624333,1,SHLD3,65625027,65630928,2.0
ENSG00000253251,ENSG00000113597,1,TRAPPC13,65625027,65666233,1,SHLD3,65625027,65630928,3.0
ENSG00000123219,ENSG00000113593,1,PPWD1,65563296,65587549,-1,CENPK,65517766,65563168,2.0
ENSG00000197860,ENSG00000123213,1,NLN,65722205,65829283,-1,SGTB,65665928,65723035,2.0
ENSG00000113318,ENSG00000228716,-1,DHFR,80626226,80654983,1,MSH3,80654652,80876815,2.0
ENSG00000132837,ENSG00000132840,1,BHMT2,79069767,79090069,-1,DMGDH,78997564,79236038,5.0
ENSG00000145782,ENSG00000177879,1,AP3S1,115841935,115914081,-1,ATG12,115828200,115841837,2.0
ENSG00000177879,ENSG00000145782,-1,ATG12,115828200,115841565,1,AP3S1,115841592,115914081,2.0
ENSG00000132840,ENSG00000132837,-1,DMGDH,78997564,79069674,1,BHMT2,79069767,79090069,5.0
ENSG00000146006,ENSG00000044115,1,CTNNA1,138753425,138935034,-1,LRRTM2,138868921,138875368,5.0
ENSG00000152684,ENSG00000213949,1,ITGA1,52787916,52959209,1,PELO,52787916,52804044,3.0
ENSG00000145817,ENSG00000183775,1,KCTD16,144170873,144485686,-1,YIPF5,144158162,144170714,2.0
ENSG00000112984,ENSG00000112983,-1,BRD8,138139770,138178630,1,KIF20A,138178719,138187723,2.0
ENSG00000112981,ENSG00000112983,-1,BRD8,138139770,138178630,-1,NME5,138115175,138139443,1.0
ENSG00000228716,ENSG00000113318,1,MSH3,80654652,80876815,-1,DHFR,80626226,80654983,2.0
ENSG00000183775,ENSG00000145817,-1,YIPF5,144158162,144170659,1,KCTD16,144170873,144485686,2.0
ENSG00000123213,ENSG00000197860,-1,SGTB,65665928,65722109,1,NLN,65722205,65871725,2.0
ENSG00000164296,ENSG00000113716,1,HMGXB3,150000739,150053128,-1,TIGD6,149993118,150000654,2.0
ENSG00000113716,ENSG00000164296,-1,TIGD6,149993118,150000654,1,HMGXB3,150000046,150053142,2.0
ENSG00000164366,ENSG00000073578,1,SDHA,218320,257082,-1,CCDC127,196868,218153,2.0
ENSG00000170476,ENSG00000228672,-1,PROB1,139390592,139395104,-1,MZB1,139387467,139390081,1.0
ENSG00000152422,ENSG00000174695,-1,TMEM167A,83052846,83077394,1,XRCC4,83077498,83353787,2.0
ENSG00000037474,ENSG00000145545,1,SRD5A1,6633440,6674386,-1,NSUN2,6599239,6633291,2.0
ENSG00000145545,ENSG00000037474,-1,NSUN2,6599239,6633044,1,SRD5A1,6633427,6674386,2.0
ENSG00000131495,ENSG00000113141,1,IK,140647829,140662480,-1,NDUFA2,140638740,140647771,2.0
ENSG00000256453,ENSG00000170445,-1,HARS1,140673905,140691370,-1,DND1,140670794,140673576,1.0
ENSG00000112855,ENSG00000170445,-1,HARS1,140673905,140691370,1,HARS2,140691430,140699305,2.0
ENSG00000204969,ENSG00000204970,1,PCDHA1,140786140,141012347,1,PCDHA2,140794852,141012347,6.0
ENSG00000255408,ENSG00000204970,1,PCDHA1,140786140,141012347,1,PCDHA3,140801028,141012347,6.0
ENSG00000255408,ENSG00000204969,1,PCDHA2,140794852,141012347,1,PCDHA3,140801028,141012347,6.0
ENSG00000204965,ENSG00000204970,1,PCDHA1,140786140,141012347,1,PCDHA5,140821604,141012347,6.0
ENSG00000204965,ENSG00000204969,1,PCDHA2,140794852,141012347,1,PCDHA5,140821604,141012347,6.0
ENSG00000204965,ENSG00000255408,1,PCDHA3,140801057,141012347,1,PCDHA5,140821604,141012347,6.0
ENSG00000204965,ENSG00000204967,1,PCDHA4,140807068,141012347,1,PCDHA5,140821604,141012347,6.0
ENSG00000081842,ENSG00000204970,1,PCDHA1,140786140,141012347,1,PCDHA6,140827958,141012347,6.0
ENSG00000081842,ENSG00000204969,1,PCDHA2,140794852,141012347,1,PCDHA6,140827958,141012347,6.0
ENSG00000081842,ENSG00000255408,1,PCDHA3,140801057,141012347,1,PCDHA6,140827958,141012347,6.0
ENSG00000081842,ENSG00000204967,1,PCDHA4,140807068,141012347,1,PCDHA6,140827958,141012347,6.0
ENSG00000081842,ENSG00000204965,1,PCDHA5,140821613,141012347,1,PCDHA6,140827958,141012347,6.0
ENSG00000204963,ENSG00000204970,1,PCDHA1,140786140,141012347,1,PCDHA7,140834248,141012347,6.0
ENSG00000204963,ENSG00000204969,1,PCDHA2,140794852,141012347,1,PCDHA7,140834248,141012347,6.0
ENSG00000204963,ENSG00000255408,1,PCDHA3,140801057,141012347,1,PCDHA7,140834248,141012347,6.0
ENSG00000204963,ENSG00000204967,1,PCDHA4,140807068,141012347,1,PCDHA7,140834248,141012347,6.0
ENSG00000204963,ENSG00000204965,1,PCDHA5,140821613,141012347,1,PCDHA7,140834248,141012347,6.0
ENSG00000204963,ENSG00000081842,1,PCDHA6,140827960,141012347,1,PCDHA7,140834248,141012347,6.0
ENSG00000204962,ENSG00000204970,1,PCDHA1,140786140,141012347,1,PCDHA8,140841187,141012347,6.0
ENSG00000204962,ENSG00000204969,1,PCDHA2,140794852,141012347,1,PCDHA8,140841187,141012347,6.0
ENSG00000204962,ENSG00000255408,1,PCDHA3,140801057,141012347,1,PCDHA8,140841187,141012347,6.0
