chrom	tss_pos	strand	gene	gene_id	transcript_id
chr11	128867295	-1	KCNJ1	ENSG00000151704	ENST00000392665.6
chr11	128891355	1	KCNJ5	ENSG00000120457	ENST00000529694.6
chr11	128906043	-1	C11orf45	ENSG00000174370	ENST00000524878.2
chr11	128942870	-1	TP53AIP1	ENSG00000120471	ENST00000531399.6
chr11	129024192	-1	ARHGAP32	ENSG00000134909	ENST00000392657.7
chr11	129375847	1	BARX2	ENSG00000043039	ENST00000281437.6
chr11	129815847	1	TMEM45B	ENSG00000151715	ENST00000281441.8
chr11	129895556	-1	NFRKB	ENSG00000170322	ENST00000526884.1
chr11	130002834	-1	PRDM10	ENSG00000170325	ENST00000358825.9
chr11	130069893	1	APLP2	ENSG00000084234	ENST00000338167.10
chr11	130159781	1	ST14	ENSG00000149418	ENST00000278742.6
chr11	130314916	-1	ZBTB44	ENSG00000196323	ENST00000357899.9
chr11	130428608	-1	ADAMTS8	ENSG00000134917	ENST00000257359.7
chr11	130448644	1	ADAMTS15	ENSG00000166106	ENST00000299164.4
chr11	130916478	-1	SNX19	ENSG00000120451	ENST00000265909.9
chr11	131370614	1	NTM	ENSG00000182667	ENST00000683400.1
chr11	133532500	-1	OPCML	ENSG00000183715	ENST00000524381.6
chr11	133845512	-1	SPATA19	ENSG00000166118	ENST00000299140.8
chr11	133956967	-1	IGSF9B	ENSG00000080854	ENST00000533871.8
chr11	134069071	1	JAM3	ENSG00000166086	ENST00000299106.9
chr11	134223966	-1	NCAPD3	ENSG00000151503	ENST00000534548.7
chr11	134224670	1	VPS26B	ENSG00000151502	ENST00000281187.10
chr11	134253349	-1	THYN1	ENSG00000151500	ENST00000352327.5
chr11	134253567	1	ACAD8	ENSG00000151498	ENST00000281182.9
chr11	134276378	1	GLB1L3	ENSG00000166105	ENST00000431683.7
chr11	134331987	1	GLB1L2	ENSG00000149328	ENST00000535456.7
chr11	134412241	-1	B3GAT1	ENSG00000109956	ENST00000312527.9
chr12	66766	1	IQSEC3	ENSG00000120645	ENST00000538872.6
chr12	214089	-1	SLC6A12	ENSG00000111181	ENST00000535347.5
chr12	262835	-1	SLC6A13	ENSG00000010379	ENST00000343164.9
chr12	389319	-1	KDM5A	ENSG00000073614	ENST00000399788.7
chr12	401643	1	CCDC77	ENSG00000120647	ENST00000239830.9
chr12	459938	1	B4GALNT3	ENSG00000139044	ENST00000266383.10
chr12	643635	-1	NINJ2	ENSG00000171840	ENST00000433832.2
chr12	752578	1	WNK1	ENSG00000060237	ENST00000315939.11
chr12	949693	-1	RAD52	ENSG00000002016	ENST00000358495.8
chr12	991222	1	ERC1	ENSG00000082805	ENST00000360905.9
chr12	1594580	-1	FBXL14	ENSG00000171823	ENST00000339235.4
chr12	1629230	1	WNT5B	ENSG00000111186	ENST00000397196.7
chr12	1691069	1	ADIPOR2	ENSG00000006831	ENST00000357103.5
chr12	1820564	1	LRTM2	ENSG00000166159	ENST00000299194.6
chr12	1918651	-1	CACNA2D4	ENSG00000151062	ENST00000382722.10
chr12	2004456	-1	DCP1B	ENSG00000151065	ENST00000280665.11
chr12	2052986	1	CACNA1C	ENSG00000151067	ENST00000347598.9
chr12	2794969	1	FKBP4	ENSG00000004478	ENST00000001008.6
chr12	2812667	1	ITFG2	ENSG00000111203	ENST00000228799.7
chr12	2835034	-1	NRIP2	ENSG00000053702	ENST00000337508.9
chr12	2857038	-1	TEX52	ENSG00000283297	ENST00000637658.2
chr12	2877173	-1	FOXM1	ENSG00000111206	ENST00000359843.8
chr12	2877222	1	RHNO1	ENSG00000171792	ENST00000489288.7
chr12	2890890	1	TULP3	ENSG00000078246	ENST00000448120.7
chr12	2959396	1	TEAD4	ENSG00000197905	ENST00000359864.8
chr12	3077378	1	TSPAN9	ENSG00000011105	ENST00000011898.10
chr12	3491202	1	PRMT8	ENSG00000111218	ENST00000382622.4
chr12	3753108	-1	CRACR2A	ENSG00000130038	ENST00000440314.7
chr12	3873398	-1	PARP11	ENSG00000111224	ENST00000228820.9
chr12	4273761	1	CCND2	ENSG00000118971	ENST00000261254.8
chr12	4321212	1	TIGAR	ENSG00000078237	ENST00000179259.6
chr12	4379711	-1	FGF23	ENSG00000118972	ENST00000237837.2
chr12	4445814	-1	FGF6	ENSG00000111241	ENST00000228837.3
chr12	4538468	-1	C12orf4	ENSG00000047621	ENST00000261250.8
chr12	4538889	1	RAD51AP1	ENSG00000111247	ENST00000228843.13
chr12	4562207	1	DYRK4	ENSG00000010219	ENST00000543431.6
chr12	4645156	-1	AKAP3	ENSG00000111254	ENST00000536414.3
chr12	4649100	1	ENSG00000255639	ENSG00000255639	ENST00000648836.1
chr12	4649113	1	NDUFA9	ENSG00000139180	ENST00000266544.10
chr12	4720399	1	GALNT8	ENSG00000130035	ENST00000252318.7
chr12	4809175	1	KCNA6	ENSG00000151079	ENST00000280684.3
chr12	4909904	1	KCNA1	ENSG00000111262	ENST00000382545.5
chr12	5043878	1	KCNA5	ENSG00000130037	ENST00000252321.5
chr12	5432107	1	NTF3	ENSG00000185652	ENST00000423158.4
chr12	5945258	-1	ANO2	ENSG00000047617	ENST00000682330.1
chr12	6124669	-1	VWF	ENSG00000110799	ENST00000261405.10
chr12	6200399	1	CD9	ENSG00000010278	ENST00000009180.10
chr12	6310681	1	PLEKHG6	ENSG00000008323	ENST00000684764.1
chr12	6342075	-1	TNFRSF1A	ENSG00000067182	ENST00000162749.7
chr12	6375562	-1	SCNN1A	ENSG00000111319	ENST00000228916.7
chr12	6384161	1	LTBR	ENSG00000111321	ENST00000228918.9
chr12	6444954	1	CD27	ENSG00000139193	ENST00000266557.4
chr12	6452041	1	TAPBPL	ENSG00000139192	ENST00000266556.8
chr12	6470676	-1	VAMP1	ENSG00000139190	ENST00000361716.8
chr12	6493261	-1	MRPL51	ENSG00000111639	ENST00000229238.5
chr12	6494101	1	NCAPD2	ENSG00000010292	ENST00000315579.10
chr12	6534516	1	GAPDH	ENSG00000111640	ENST00000229239.10
chr12	6556041	-1	IFFO1	ENSG00000010295	ENST00000619571.5
chr12	6568290	-1	NOP2	ENSG00000111641	ENST00000322166.10
chr12	6607378	-1	CHD4	ENSG00000111642	ENST00000544040.7
chr12	6635958	-1	LPAR5	ENSG00000184574	ENST00000329858.9
chr12	6647410	-1	ACRBP	ENSG00000111644	ENST00000414226.6
chr12	6663118	-1	ING4	ENSG00000111653	ENST00000341550.9
chr12	6689374	-1	ZNF384	ENSG00000126746	ENST00000683879.1
chr12	6700814	-1	PIANP	ENSG00000139200	ENST00000534837.6
chr12	6724045	1	COPS7A	ENSG00000111652	ENST00000543155.6
chr12	6753140	-1	MLF2	ENSG00000089693	ENST00000203630.10
chr12	6766362	1	PTMS	ENSG00000159335	ENST00000309083.8
chr12	6772519	1	LAG3	ENSG00000089692	ENST00000203629.3
chr12	6789527	1	CD4	ENSG00000010610	ENST00000011653.9
chr12	6821820	1	GPR162	ENSG00000250510	ENST00000311268.8
chr12	6828406	1	P3H3	ENSG00000110811	ENST00000290510.10
chr12	6840924	1	GNB3	ENSG00000111664	ENST00000229264.8
chr12	6851285	-1	CDCA3	ENSG00000111665	ENST00000538862.7
chr12	6852149	1	USP5	ENSG00000111667	ENST00000229268.13
chr12	6867530	1	TPI1	ENSG00000111669	ENST00000396705.10
chr12	6873302	-1	SPSB2	ENSG00000111671	ENST00000524270.6
chr12	6904821	1	LRRC23	ENSG00000010626	ENST00000443597.7
chr12	6914579	1	ENO2	ENSG00000111674	ENST00000229277.6
chr12	6927958	1	ATN1	ENSG00000111676	ENST00000396684.3
chr12	6944021	1	C12orf57	ENSG00000111678	ENST00000229281.6
chr12	6951355	1	PTPN6	ENSG00000111679	ENST00000318974.14
chr12	6970663	-1	PHB2	ENSG00000215021	ENST00000535923.6
chr12	6970912	1	EMG1	ENSG00000126749	ENST00000599672.6
chr12	7018475	-1	LPCAT3	ENSG00000111684	ENST00000261407.9
chr12	7060717	1	C1S	ENSG00000182326	ENST00000360817.10
chr12	7092444	-1	C1R	ENSG00000159403	ENST00000647956.2
chr12	7109213	-1	C1RL	ENSG00000139178	ENST00000266542.9
chr12	7128888	-1	RBP5	ENSG00000139194	ENST00000266560.8
chr12	7130370	1	CLSTN3	ENSG00000139182	ENST00000266546.11
chr12	7189685	1	PEX5	ENSG00000139197	ENST00000675855.1
chr12	7304071	1	ACSM4	ENSG00000215009	ENST00000399422.5
chr12	7444152	-1	CD163L1	ENSG00000177675	ENST00000313599.8
chr12	7503776	-1	CD163	ENSG00000177575	ENST00000432237.3
chr12	7665907	-1	APOBEC1	ENSG00000111701	ENST00000229304.5
chr12	7695774	-1	GDF3	ENSG00000184344	ENST00000329913.4
chr12	7711432	1	DPPA3	ENSG00000187569	ENST00000345088.3
chr12	7747374	-1	CLEC4C	ENSG00000198178	ENST00000360345.8
chr12	7765215	1	NANOGNB	ENSG00000205857	ENST00000382119.1
chr12	7789401	1	NANOG	ENSG00000111704	ENST00000229307.9
chr12	7872914	-1	SLC2A14	ENSG00000173262	ENST00000431042.7
chr12	7936186	-1	SLC2A3	ENSG00000059804	ENST00000075120.12
chr12	8032715	1	FOXJ2	ENSG00000065970	ENST00000162391.8
chr12	8066358	-1	C3AR1	ENSG00000171860	ENST00000307637.5
chr12	8082273	1	NECAP1	ENSG00000089818	ENST00000339754.11
chr12	8123616	1	CLEC4A	ENSG00000111729	ENST00000229332.12
chr12	8172536	1	ZNF705A	ENSG00000196946	ENST00000359286.4
chr12	8227617	-1	FAM90A1	ENSG00000171847	ENST00000538603.6
chr12	8455961	1	CLEC6A	ENSG00000205846	ENST00000382073.4
chr12	8513502	1	CLEC4D	ENSG00000166527	ENST00000299665.3
chr12	8540904	-1	CLEC4E	ENSG00000166523	ENST00000299663.8
chr12	8612858	-1	AICDA	ENSG00000111732	ENST00000229335.11
chr12	8662825	-1	MFAP5	ENSG00000197614	ENST00000359478.7
chr12	8697990	1	RIMKLB	ENSG00000166532	ENST00000535829.6
chr12	8822620	1	A2ML1	ENSG00000166535	ENST00000299698.12
chr12	8914508	1	PHC1	ENSG00000111752	ENST00000544916.6
chr12	8949644	-1	M6PR	ENSG00000003056	ENST00000000412.8
chr12	8989545	1	KLRG1	ENSG00000139187	ENST00000356986.8
chr12	9115918	-1	A2M	ENSG00000175899	ENST00000318602.12
chr12	9208394	-1	PZP	ENSG00000126838	ENST00000261336.7
chr12	9607915	-1	KLRB1	ENSG00000111796	ENST00000229402.4
chr12	9669712	1	CLEC2D	ENSG00000069493	ENST00000290855.11
chr12	9760900	-1	CD69	ENSG00000110848	ENST00000228434.7
chr12	9827480	1	KLRF1	ENSG00000150045	ENST00000279545.7
chr12	9869353	-1	CLEC2B	ENSG00000110852	ENST00000228438.3
chr12	9881488	1	KLRF2	ENSG00000256797	ENST00000535540.1
chr12	9932369	-1	CLEC2A	ENSG00000188393	ENST00000455827.2
chr12	9971408	1	CLEC12A	ENSG00000172322	ENST00000304361.9
chr12	9999120	-1	CLEC1B	ENSG00000165682	ENST00000298527.11
chr12	10010631	1	CLEC12B	ENSG00000256660	ENST00000396502.5
chr12	10030681	1	CLEC9A	ENSG00000197992	ENST00000355819.6
chr12	10098984	-1	CLEC1A	ENSG00000150048	ENST00000315330.8
chr12	10130198	-1	CLEC7A	ENSG00000172243	ENST00000304084.13
chr12	10172131	-1	OLR1	ENSG00000173391	ENST00000309539.8
chr12	10179031	1	TMEM52B	ENSG00000165685	ENST00000543484.2
chr12	10212876	1	GABARAPL1	ENSG00000139112	ENST00000266458.10
chr12	10307869	1	KLRD1	ENSG00000134539	ENST00000336164.9
chr12	10390040	-1	KLRK1	ENSG00000213809	ENST00000240618.11
chr12	10409756	-1	KLRC4	ENSG00000183542	ENST00000309384.3
chr12	10420549	-1	KLRC3	ENSG00000205810	ENST00000381903.2
chr12	10436000	-1	ENSG00000255641	ENSG00000255641	ENST00000539033.1
chr12	10436009	-1	KLRC2	ENSG00000205809	ENST00000381902.7
chr12	10453376	-1	KLRC1	ENSG00000134545	ENST00000359151.8
chr12	10505889	1	EIF2S3B	ENSG00000180574	ENST00000538173.2
chr12	10613590	-1	MAGOHB	ENSG00000111196	ENST00000539554.5
chr12	10674051	-1	STYK1	ENSG00000060140	ENST00000075503.8
chr12	10723322	-1	YBX3	ENSG00000060138	ENST00000228251.9
chr12	10802626	-1	TAS2R7	ENSG00000121377	ENST00000240687.2
chr12	10807285	-1	TAS2R8	ENSG00000121314	ENST00000240615.3
chr12	10810167	-1	TAS2R9	ENSG00000121381	ENST00000240691.4
chr12	10826357	-1	TAS2R10	ENSG00000121318	ENST00000240619.2
chr12	10849474	-1	PRR4	ENSG00000111215	ENST00000228811.8
chr12	10884254	-1	PRH1	ENSG00000231887	ENST00000543626.5
chr12	10909561	-1	TAS2R13	ENSG00000212128	ENST00000390677.2
chr12	10929235	1	PRH2	ENSG00000134551	ENST00000396400.4
chr12	10939262	-1	TAS2R14	ENSG00000212127	ENST00000537503.2
chr12	10986911	-1	TAS2R50	ENSG00000212126	ENST00000506868.1
chr12	10998303	-1	TAS2R20	ENSG00000255837	ENST00000538986.2
chr12	11022619	-1	TAS2R19	ENSG00000212124	ENST00000390673.2
chr12	11031406	-1	TAS2R31	ENSG00000256436	ENST00000390675.2
chr12	11062293	-1	TAS2R46	ENSG00000226761	ENST00000533467.1
chr12	11092312	-1	TAS2R43	ENSG00000255374	ENST00000531678.1
chr12	11134643	-1	TAS2R30	ENSG00000256188	ENST00000539585.1
chr12	11171193	1	SMIM10L1	ENSG00000256537	ENST00000622602.2
chr12	11171599	-1	ENSG00000275778	ENSG00000275778	ENST00000535024.6
chr12	11186936	-1	TAS2R42	ENSG00000186136	ENST00000334266.1
chr12	11269706	-1	PRB3	ENSG00000197870	ENST00000538488.3
chr12	11310435	-1	PRB4	ENSG00000230657	ENST00000279575.7
chr12	11355590	-1	PRB1	ENSG00000251655	ENST00000500254.6
chr12	11395566	-1	PRB2	ENSG00000121335	ENST00000389362.6
chr12	11649673	1	ETV6	ENSG00000139083	ENST00000396373.9
chr12	12070938	1	BCL2L14	ENSG00000121380	ENST00000308721.9
chr12	12267011	-1	LRP6	ENSG00000070018	ENST00000535731.1
chr12	12350241	-1	MANSC1	ENSG00000111261	ENST00000535902.6
chr12	12357077	1	BORCS5	ENSG00000165714	ENST00000314565.9
chr12	12562862	-1	DUSP16	ENSG00000111266	ENST00000298573.9
chr12	12611875	1	CREBL2	ENSG00000111269	ENST00000228865.3
chr12	12696182	-1	GPR19	ENSG00000183150	ENST00000651487.1
chr12	12717367	1	CDKN1B	ENSG00000111276	ENST00000228872.9
chr12	12785658	1	APOLD1	ENSG00000178878	ENST00000356591.5
chr12	12813345	1	DDX47	ENSG00000213782	ENST00000358007.7
chr12	12891561	1	GPRC5A	ENSG00000013588	ENST00000014914.6
chr12	12952146	-1	GPRC5D	ENSG00000111291	ENST00000541128.1
chr12	13000264	-1	HEBP1	ENSG00000013583	ENST00000014930.9
chr12	13044380	1	FAM234B	ENSG00000084444	ENST00000197268.13
chr12	13103644	-1	GSG1	ENSG00000111305	ENST00000432710.6
chr12	13196785	1	EMP1	ENSG00000134531	ENST00000396301.7
chr12	13981601	-1	GRIN2B	ENSG00000273079	ENST00000609686.4
chr12	14365681	1	ATF7IP	ENSG00000171681	ENST00000261168.9
chr12	14567882	-1	PLBD1	ENSG00000121316	ENST00000240617.10
chr12	14696598	-1	GUCY2C	ENSG00000070019	ENST00000261170.5
chr12	14771130	-1	H4-16	ENSG00000197837	ENST00000539745.2
chr12	14774404	1	H2AJ	ENSG00000246705	ENST00000544848.3
chr12	14803477	-1	WBP11	ENSG00000084463	ENST00000261167.7
chr12	14803669	1	C12orf60	ENSG00000182993	ENST00000330828.3
chr12	14814181	-1	SMCO3	ENSG00000179256	ENST00000316048.2
chr12	14843525	-1	ART4	ENSG00000111339	ENST00000228936.6
chr12	14885853	-1	MGP	ENSG00000111341	ENST00000539261.6
chr12	14929124	-1	ERP27	ENSG00000139055	ENST00000540097.1
chr12	14961600	-1	ARHGDIB	ENSG00000111348	ENST00000228945.9
chr12	14973041	1	PDE6H	ENSG00000139053	ENST00000266395.3
chr12	15221416	-1	RERG	ENSG00000134533	ENST00000256953.6
chr12	15322507	1	PTPRO	ENSG00000151490	ENST00000281171.9
chr12	15789387	-1	EPS8	ENSG00000151491	ENST00000281172.10
chr12	15882386	1	STRAP	ENSG00000023734	ENST00000419869.7
chr12	15911331	1	DERA	ENSG00000023697	ENST00000428559.7
chr12	16277684	-1	SLC15A5	ENSG00000188991	ENST00000344941.3
chr12	16347644	1	MGST1	ENSG00000008394	ENST00000396210.8
chr12	16606161	-1	LMO3	ENSG00000048540	ENST00000537304.6
chr12	18090192	-1	RERGL	ENSG00000111404	ENST00000229002.6
chr12	18261517	1	PIK3C2G	ENSG00000139144	ENST00000538779.6
chr12	18738011	-1	PLCZ1	ENSG00000139151	ENST00000266505.12
chr12	18738118	1	CAPZA3	ENSG00000177938	ENST00000317658.5
chr12	19129732	1	PLEKHA5	ENSG00000052126	ENST00000429027.7
chr12	19439491	1	AEBP2	ENSG00000139154	ENST00000266508.14
chr12	20368536	1	PDE3A	ENSG00000172572	ENST00000359062.4
chr12	20695479	1	SLCO1C1	ENSG00000139155	ENST00000545604.5
chr12	20810704	1	SLCO1B3	ENSG00000111700	ENST00000381545.8
chr12	20815673	1	SLCO1B3-SLCO1B7	ENSG00000257046	ENST00000540229.1
chr12	21131193	1	SLCO1B1	ENSG00000134538	ENST00000256958.3
chr12	21334916	-1	SLCO1A2	ENSG00000084453	ENST00000683939.1
chr12	21372901	1	IAPP	ENSG00000121351	ENST00000240652.8
chr12	21437654	1	PYROXD1	ENSG00000121350	ENST00000240651.14
chr12	21501594	-1	RECQL	ENSG00000004700	ENST00000542432.5
chr12	21501814	1	GOLT1B	ENSG00000111711	ENST00000540141.5
chr12	21526295	1	SPX	ENSG00000134548	ENST00000256969.7
chr12	21604846	-1	GYS2	ENSG00000111713	ENST00000261195.3
chr12	21657841	-1	LDHB	ENSG00000111716	ENST00000350669.5
chr12	21774705	-1	KCNJ8	ENSG00000121361	ENST00000240662.3
chr12	21941422	-1	ABCC9	ENSG00000069431	ENST00000682068.1
chr12	22046217	1	CMAS	ENSG00000111726	ENST00000229329.7
chr12	22334706	-1	ST8SIA1	ENSG00000111728	ENST00000396037.9
chr12	22544541	-1	C2CD5	ENSG00000111731	ENST00000446597.6
chr12	22625170	1	ETNK1	ENSG00000139163	ENST00000266517.9
chr12	23949669	-1	SOX5	ENSG00000134532	ENST00000451604.7
chr12	24949100	-1	BCAT1	ENSG00000060982	ENST00000261192.12
chr12	25052705	1	IRAG2	ENSG00000118308	ENST00000556887.6
chr12	25195129	-1	DNAI7	ENSG00000118307	ENST00000554347.1
chr12	25195276	1	ETFRF1	ENSG00000205707	ENST00000553788.6
chr12	25250928	-1	KRAS	ENSG00000133703	ENST00000311936.8
chr12	25648561	-1	LMNTD1	ENSG00000152936	ENST00000545543.1
chr12	25958681	1	RASSF8	ENSG00000123094	ENST00000689635.1
chr12	26125036	-1	BHLHE41	ENSG00000123095	ENST00000242728.5
chr12	26195572	1	SSPN	ENSG00000123096	ENST00000242729.7
chr12	26833193	-1	ITPR2	ENSG00000123104	ENST00000381340.8
chr12	26937980	-1	INTS13	ENSG00000064102	ENST00000261191.12
chr12	26938469	1	FGFR1OP2	ENSG00000111790	ENST00000229395.8
chr12	27014383	-1	TM7SF3	ENSG00000064115	ENST00000343028.9
chr12	27022557	1	MED21	ENSG00000152944	ENST00000282892.4
chr12	27082577	-1	C12orf71	ENSG00000214700	ENST00000429849.3
chr12	27244292	1	STK38L	ENSG00000211455	ENST00000540996.5
chr12	27332835	1	ARNTL2	ENSG00000029153	ENST00000266503.10
chr12	27466809	1	SMCO2	ENSG00000165935	ENST00000416383.5
chr12	27524205	1	PPFIBP1	ENSG00000110841	ENST00000228425.11
chr12	27696446	1	REP15	ENSG00000174236	ENST00000310791.4
chr12	27710831	1	MRPS35	ENSG00000061794	ENST00000081029.8
chr12	27780232	1	KLHL42	ENSG00000087448	ENST00000381271.7
chr12	27780235	-1	MANSC4	ENSG00000205693	ENST00000381273.4
chr12	27972732	-1	PTHLH	ENSG00000087494	ENST00000545234.6
chr12	28190455	1	CCDC91	ENSG00000123106	ENST00000536442.6
chr12	29149277	1	FAR2	ENSG00000064763	ENST00000536681.8
chr12	29381149	-1	ERGIC2	ENSG00000087502	ENST00000546839.5
chr12	29497685	-1	OVCH1	ENSG00000187950	ENST00000318184.9
chr12	29783941	-1	TMTC1	ENSG00000133687	ENST00000539277.6
chr12	30695868	-1	IPO8	ENSG00000133704	ENST00000256079.9
chr12	30754950	-1	CAPRIN2	ENSG00000110888	ENST00000537108.5
chr12	30926747	1	TSPAN11	ENSG00000110900	ENST00000546076.6
chr12	31073859	1	DDX11	ENSG00000013573	ENST00000542838.6
chr12	31326149	-1	SINHCAF	ENSG00000139146	ENST00000337682.9
chr12	31591135	-1	DENND5B	ENSG00000170456	ENST00000389082.10
chr12	31652057	-1	AK4P3	ENSG00000233381	ENST00000418260.3
chr12	31659687	1	ETFBKMT	ENSG00000139160	ENST00000357721.3
chr12	31729020	-1	AMN1	ENSG00000151743	ENST00000281471.11
chr12	31792297	-1	H3-5	ENSG00000188375	ENST00000340398.5
chr12	31959414	1	RESF1	ENSG00000174718	ENST00000312561.9
chr12	32106846	1	BICD1	ENSG00000151746	ENST00000652176.1
chr12	32485971	1	FGD4	ENSG00000139132	ENST00000531134.7
chr12	32679319	1	DNM1L	ENSG00000087470	ENST00000547312.5
chr12	32755896	-1	YARS2	ENSG00000139131	ENST00000324868.13
chr12	32896776	-1	PKP2	ENSG00000057294	ENST00000070846.11
chr12	33439818	-1	SYT10	ENSG00000110975	ENST00000228567.7
chr12	34022495	1	ALG10	ENSG00000139133	ENST00000266483.7
chr12	38316773	1	ALG10B	ENSG00000175548	ENST00000308742.9
chr12	38905590	-1	CPNE8	ENSG00000139117	ENST00000331366.10
chr12	39443119	-1	KIF21A	ENSG00000139116	ENST00000361418.10
chr12	39619802	-1	ABCD2	ENSG00000173208	ENST00000308666.4
chr12	39626182	1	C12orf40	ENSG00000180116	ENST00000324616.9
chr12	40106080	-1	SLC2A13	ENSG00000151229	ENST00000280871.9
chr12	40224996	1	LRRK2	ENSG00000188906	ENST00000298910.12
chr12	40692438	1	CNTN1	ENSG00000018236	ENST00000551295.7
chr12	41188319	1	PDZRN4	ENSG00000165966	ENST00000402685.7
chr12	42144873	-1	GXYLT1	ENSG00000151233	ENST00000398675.8
chr12	42238247	-1	YAF2	ENSG00000015153	ENST00000534854.7
chr12	42326093	-1	ZCRB1	ENSG00000139168	ENST00000266529.8
chr12	42326167	1	PPHLN1	ENSG00000134283	ENST00000449194.6
chr12	42589745	-1	PRICKLE1	ENSG00000139174	ENST00000345127.9
chr12	43552202	-1	ADAMTS20	ENSG00000173157	ENST00000389420.8
chr12	43758758	-1	PUS7L	ENSG00000129317	ENST00000550784.5
chr12	43758950	1	IRAK4	ENSG00000198001	ENST00000613694.5
chr12	43806315	-1	TWF1	ENSG00000151239	ENST00000546506.5
chr12	43836080	1	TMEM117	ENSG00000139173	ENST00000266534.8
chr12	44876314	-1	NELL2	ENSG00000184613	ENST00000429094.7
chr12	45051098	-1	DBX2	ENSG00000185610	ENST00000332700.6
chr12	45216094	1	ANO6	ENSG00000177119	ENST00000320560.13
chr12	45729705	1	ARID2	ENSG00000189079	ENST00000334344.11
chr12	45990573	-1	SCAF11	ENSG00000139218	ENST00000369367.8
chr12	46269042	-1	SLC38A1	ENSG00000111371	ENST00000398637.10
chr12	46372772	-1	SLC38A2	ENSG00000134294	ENST00000256689.10
chr12	46825996	-1	SLC38A4	ENSG00000139209	ENST00000447411.5
chr12	47079620	1	PCED1B	ENSG00000179715	ENST00000546455.6
chr12	47079958	-1	AMIGO2	ENSG00000139211	ENST00000550413.2
chr12	47706029	-1	RPAP3	ENSG00000005175	ENST00000005386.8
chr12	47725489	-1	ENDOU	ENSG00000111405	ENST00000422538.8
chr12	47758879	-1	RAPGEF3	ENSG00000079337	ENST00000449771.7
chr12	47773237	1	SLC48A1	ENSG00000211584	ENST00000442218.3
chr12	47819902	-1	HDAC7	ENSG00000061273	ENST00000080059.12
chr12	47904993	-1	VDR	ENSG00000111424	ENST00000549336.6
chr12	47963595	1	TMEM106C	ENSG00000134291	ENST00000429772.7
chr12	48004475	-1	COL2A1	ENSG00000139219	ENST00000380518.8
chr12	48106078	-1	SENP1	ENSG00000079387	ENST00000549518.6
chr12	48119363	1	PFKM	ENSG00000152556	ENST00000359794.11
chr12	48157514	-1	ASB8	ENSG00000177981	ENST00000317697.8
chr12	48183643	1	CCDC184	ENSG00000177875	ENST00000316554.5
chr12	48203291	-1	OR10AD1	ENSG00000172640	ENST00000310248.4
chr12	48328979	1	H1-7	ENSG00000187166	ENST00000335017.1
chr12	48350918	-1	ZNF641	ENSG00000167528	ENST00000547026.6
chr12	48472558	1	ANP32D	ENSG00000139223	ENST00000266594.4
chr12	48482497	1	C12orf54	ENSG00000177627	ENST00000548364.7
chr12	48525631	1	OR8S1	ENSG00000284723	ENST00000641651.1
chr12	48559881	1	OR5BS1P	ENSG00000198678	ENST00000328207.6
chr12	48570045	-1	LALBA	ENSG00000167531	ENST00000301046.6
chr12	48682237	-1	KANSL2	ENSG00000139620	ENST00000420613.7
chr12	48716706	-1	CCNT1	ENSG00000129315	ENST00000261900.8
chr12	48727434	1	TEX49	ENSG00000257987	ENST00000548380.6
chr12	48789088	-1	ADCY6	ENSG00000174233	ENST00000357869.8
chr12	48818495	1	CACNB3	ENSG00000167535	ENST00000301050.7
chr12	48852140	-1	DDX23	ENSG00000174243	ENST00000552512.5
chr12	48865869	-1	RND1	ENSG00000172602	ENST00000309739.6
chr12	48904132	1	CCDC65	ENSG00000139537	ENST00000320516.5
chr12	48925491	-1	FKBP11	ENSG00000134285	ENST00000550765.6
chr12	48957364	-1	ENSG00000272822	ENSG00000272822	ENST00000398092.4
chr12	48957476	-1	ARF3	ENSG00000134287	ENST00000447318.6
chr12	48971734	-1	WNT10B	ENSG00000169884	ENST00000301061.9
chr12	48978321	1	WNT1	ENSG00000125084	ENST00000293549.4
chr12	48999374	-1	DDN	ENSG00000181418	ENST00000421952.3
chr12	49018775	-1	PRKAG1	ENSG00000181929	ENST00000548065.7
chr12	49060793	-1	KMT2D	ENSG00000167548	ENST00000683543.2
chr12	49069978	-1	RHEBL1	ENSG00000167550	ENST00000301068.11
chr12	49094800	-1	DHH	ENSG00000139549	ENST00000649637.2
chr12	49110846	-1	LMBR1L	ENSG00000139636	ENST00000267102.13
chr12	49131394	-1	TUBA1B	ENSG00000123416	ENST00000336023.9
chr12	49189079	-1	TUBA1A	ENSG00000167552	ENST00000301071.12
chr12	49265081	1	TUBA1C	ENSG00000167553	ENST00000301072.11
chr12	49295146	1	PRPH	ENSG00000135406	ENST00000257860.9
chr12	49323254	1	TROAP	ENSG00000135451	ENST00000257909.8
chr12	49337187	-1	C1QL4	ENSG00000186897	ENST00000334221.5
chr12	49346887	1	DNAJC22	ENSG00000178401	ENST00000549441.7
chr12	49367461	1	SPATS2	ENSG00000123352	ENST00000552918.6
chr12	49539029	1	KCNH3	ENSG00000135519	ENST00000257981.7
chr12	49568141	-1	MCRS1	ENSG00000187778	ENST00000343810.9
chr12	49605617	-1	FAM186B	ENSG00000135436	ENST00000551047.5
chr12	49623560	1	PRPF40B	ENSG00000110844	ENST00000548825.7
chr12	49707404	-1	FMNL3	ENSG00000161791	ENST00000335154.10
chr12	49741556	1	TMBIM6	ENSG00000139644	ENST00000267115.10
chr12	49828412	-1	NCKAP5L	ENSG00000167566	ENST00000335999.7
